,Unnamed: 0,end,id,start,text,catma_displaycolor,catma_markupauthor,catma_markuptimestamp,tag_type,tag_type_id,Belegung,Art,Bestimmung_Umfeld,text_name,Primary_class,Secondary_class,Anzahl__Beschuldigte_,Geschlecht_Beschuldigter,ID__Beschuldigte_,Rolle__Beschuldigte_,Alter__Betroffene_,Anzahl__Betroffene_,Geschlecht__Betroffene_,ID__Betroffene_,Geschlecht__Beschuldigter_
1491,667,67727,CATMA_ED3BF42B-37F3-4C70-9765-FFFCAEB64945,67510,Der kirchliche  Ansprechpartner bewertet den geschilderten Vorfall nicht als sexuellen Missbrauch. Der Fall wird  in der später ausgesetzten kirchenrechtlichen Voruntersuchung gegen Anton P. zunächst nicht  zum Thema.,-13342472.0,Mhuerten,2025-07-18T12:56:07.129+0200,Verschleierung,CATMA_939927B5-FD79-4FE0-953C-E5A4B17F2F61,,,,Hildesheim,Handeln der Bistumsverantwortlichen,Neutralisierung,,,,,,,,,
1492,668,67728,no_annotation_244,67727, ,,,,,,,,,Hildesheim,,,,,,,,,,,
1493,669,67874,CATMA_0AD213E4-DF70-4A84-B60F-BCEA211398FF,67728,Die Einschätzung wird erst nach einem Gespräch mit den Großeltern des Mädchens  korrigiert und es erfolgt eine Anzeige bei der Staatsanwaltschaft.,-9403721.0,Mhuerten,2025-07-18T12:56:23.486+0200,"Maßnahme, Strafe",CATMA_3A4B3749-0203-4919-9554-D54C3318A625,,,,Hildesheim,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1494,670,67977,no_annotation_245,67874, Das folgende strafrechtliche  Verfahren gegen Anton P. wird gegen Zahlung eines Bußgelds eingestellt. ,,,,,,,,,Hildesheim,,,,,,,,,,,
1495,671,68168,CATMA_DCDCE688-1917-4085-9291-C6DB755529D7,67977,"Nach dessen Abschluss  wird die kirchenrechtliche Voruntersuchung erneut eingeleitet, geht in ein administratives kirchli- ches Strafverfahren über und endet schließlich mit einer Geldstrafe.",-16721871.0,Mhuerten,2025-07-18T12:57:05.991+0200,Kirchenrechtlich,CATMA_5627441E-9527-4A3F-BC56-E783D29ACECA,relevant,,,Hildesheim,Framing der Taten,,,,,,,,,,
1496,672,68168,CATMA_9E7D5288-474D-4896-8753-B35EFEC50FE8,67977,"Nach dessen Abschluss  wird die kirchenrechtliche Voruntersuchung erneut eingeleitet, geht in ein administratives kirchli- ches Strafverfahren über und endet schließlich mit einer Geldstrafe.",-9403721.0,Mhuerten,2025-07-18T12:56:42.141+0200,"Maßnahme, Strafe",CATMA_3A4B3749-0203-4919-9554-D54C3318A625,,,,Hildesheim,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1497,673,69894,no_annotation_246,68168,"     Die folgende Aufarbeitung des Falls soll im Sinne einer systematischen Fehleranalyse gesehen  werden, mit deren Hilfe Hinweise auf sinnvolle Vorgehensweisen im Rahmen der Intervention von  sexueller Gewalt herausgearbeitet werden (vgl. NZFH 2010; 2013; Fegert / Ziegenhain / Fangerau  2010; Kindler / Gerber / Lillig 2016). Im Nachhinein die unterschiedlichen Perspektiven, die sich in  den Interviews durchaus konträr darstellen, im Sinne von intentional verursachter Vertuschung  moralisch zu beurteilen, ist nicht Funktion dieses Gutachtens. Insbesondere wenn Fälle erhebliche  mediale Aufmerksamkeit erhalten haben, scheint mit der Analyse vor allem die Suche nach dem  Schuldigen verknüpft zu sein. Unter diesen Voraussetzungen eine selbstkritische und offene Kul- tur im Umgang mit Fehlern zu entwickeln, ist vermutlich besonders schwer. Dagegen soll diese  Aufarbeitung zu einem offenen und konstruktiven Umgang mit Fehlern im Handeln beitragen. Es  lässt sich auf der Basis der Akten und Interviews nicht beurteilen, welche Rekonstruktion der Ge- schehnisse durch die Beteiligten in den Interviews der »Wahrheit« entspricht. Ziel ist es eher  nachzuvollziehen, wie bestimmte Einschätzungen zustande gekommen sind. Welchen Informatio- nen wurden ggf. weniger Bedeutung beigemessen – und weshalb? (vgl. Kindler / Gerber / Lillig  2016).  Darüber hinaus muss die Bearbeitung des analysierten Falles im Kontext des Arbeitsalltags der  Beteiligten betrachtet werden. So können Einflussfaktoren erkannt werden, die relevant, aber  

#######################

Seite 66

IPP München  Gutachten Bistum Hildesheim    66    nächst als interner Gesprächsvermerk behandelt und nicht von allen Be- teiligten unterschrieben wird.",,,,,,,,,Hildesheim,,,,,,,,,,,
1498,674,69939,CATMA_C3E673A8-4E96-49FB-B009-DF8830FC66FF,69894, Das Gespräch führt zu keinen Konsequen- zen.,-2587561.0,Mhuerten,2025-07-18T12:58:16.646+0200,keine Konsequenzen,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,,,,Hildesheim,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1499,675,69943,no_annotation_247,69939,    ,,,,,,,,,Hildesheim,,,,,,,,,,,
1500,676,69952,CATMA_89A34FE5-6393-4463-A254-83D030FF3C2E,69943,1.04.2010,-12791831.0,Mhuerten,2025-07-18T12:59:39.844+0200,Reaktion,CATMA_CF1496D6-1684-4085-B5F6-57DC2B91426C,,,,Hildesheim,Zeit,,,,,,,,,,
1501,677,69953,no_annotation_248,69952, ,,,,,,,,,Hildesheim,,,,,,,,,,,
1502,678,70020,CATMA_DC89CC6C-A4D8-4B3D-983A-C9910892A954,69953,"Anhörung von Anton P., der alle ihm zur Last gelegten Fälle leugnet",-9288421.0,Mhuerten,2025-07-18T12:58:48.379+0200,Sonstige Vertuschung,CATMA_98C765F9-243B-4C93-9E49-5352101777E6,,,,Hildesheim,Handeln der Beschuldigten,Vertuschung,,,,,,,,,
1503,679,70022,no_annotation_249,70020,; ,,,,,,,,,Hildesheim,,,,,,,,,,,
1504,680,70084,CATMA_F2701B50-1984-4395-868F-8BF70DCA4A27,70022,Karin  B. wird in dieser Anhörung laut Protokoll nicht erwähnt,-13342472.0,Mhuerten,2025-07-18T12:59:00.655+0200,Verschleierung,CATMA_939927B5-FD79-4FE0-953C-E5A4B17F2F61,,,,Hildesheim,Handeln der Bistumsverantwortlichen,Neutralisierung,,,,,,,,,
1505,681,70088,no_annotation_250,70084,.   ,,,,,,,,,Hildesheim,,,,,,,,,,,
1506,682,70098,CATMA_0EEDCFD9-7DD9-4AE7-B2F2-BA4E4B98D568,70088,9.08.2010 ,-12791831.0,Mhuerten,2025-07-18T12:59:31.187+0200,Reaktion,CATMA_CF1496D6-1684-4085-B5F6-57DC2B91426C,,,,Hildesheim,Zeit,,,,,,,,,,
1507,683,70425,CATMA_99BF1975-9DF6-452F-914B-AEBF6EF016AA,70097," Anordnung einer kirchenrechtlichen Voruntersuchung des Falls Anton P.,  wobei sämtliche Fälle, die im Verantwortungsbereich des Bistums Hil- desheim geschahen, unberücksichtigt bleiben. Die Voruntersuchung be- zieht sich allein auf die Delikte, die Anton P. während seiner Tätigkeit im  Canisiuskolleg zur Last gelegt werden.  ",-9403721.0,Mhuerten,2025-07-18T12:59:21.501+0200,"Maßnahme, Strafe",CATMA_3A4B3749-0203-4919-9554-D54C3318A625,,,,Hildesheim,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1508,684,70435,no_annotation_251,70425, November ,,,,,,,,,Hildesheim,,,,,,,,,,,
1509,685,70440,CATMA_4D8F277E-F91C-4823-9BEA-F2838959ECFC,70435,2010 ,-4884623.0,Mhuerten,2025-07-18T13:00:31.083+0200,Meldung,CATMA_607EF6E2-A9A4-4A08-8A52-1EEDF1AF140A,,,,Hildesheim,Zeit,,,,,,,,,,
1510,686,70548,no_annotation_252,70440,Karin B. wird aufgrund von Suizidgedanken und selbstverletzendem Ver- halten in eine Klinik aufgenommen und ,,,,,,,,,Hildesheim,,,,,,,,,,,
1511,687,70599,CATMA_924E719A-21B0-4657-89FB-35DAF94002EE,70548,erzählt ihrem Therapeuten vom  sexuellen Missbrauch,-5775611.0,Mhuerten,2025-07-18T13:00:25.575+0200,Meldung,CATMA_4B58BD11-F55C-4E4B-A09C-474BD5D22CE0,,,,Hildesheim,Handeln der Betroffenen,,,,,,,,,,
1512,688,70599,CATMA_7D76F72F-B6D5-4345-A849-A7B53C25998D,70579,sexuellen Missbrauch,-13239067.0,Mhuerten,2025-07-18T12:59:54.101+0200,Missbrauch,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,,,,Hildesheim,Framing der Taten,,,,,,,,,,
1513,689,70599,CATMA_D6337481-7C1B-4924-949A-701C10403112,70579,sexuellen Missbrauch,-13101205.0,Mhuerten,2025-07-18T13:00:09.343+0200,nicht spezifizierte Taten,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,Macht- und Abhängigkeitsverhältnis,,,Hildesheim,Tatbeschreibung,sexuell,,,,,,,,,
1514,690,70601,no_annotation_253,70599,. ,,,,,,,,,Hildesheim,,,,,,,,,,,
1515,691,70691,CATMA_B460E79B-EAE5-489B-9261-1A0A3598E1CF,70601,"Der Therapeut ermutigt sie, mit der Großmutter  darüber zu sprechen. Sie folgt diesem Rat.",-5775611.0,Mhuerten,2025-07-18T13:00:41.806+0200,Meldung,CATMA_4B58BD11-F55C-4E4B-A09C-474BD5D22CE0,,,,Hildesheim,Handeln der Betroffenen,,,,,,,,,,
1516,692,70693,no_annotation_254,70691,  ,,,,,,,,,Hildesheim,,,,,,,,,,,
1517,693,70704,CATMA_616D57BA-D8F7-4D49-9FAC-DA0432FC1F84,70693,16.11.2010 ,-4884623.0,Mhuerten,2025-07-18T13:01:06.585+0200,Meldung,CATMA_607EF6E2-A9A4-4A08-8A52-1EEDF1AF140A,,,,Hildesheim,Zeit,,,,,,,,,,
1518,694,70705,no_annotation_255,70704,D,,,,,,,,,Hildesheim,,,,,,,,,,,
1519,695,70982,CATMA_05313867-6A72-479D-BFA8-4A49754B2505,70705,ie sorgeberechtigten Großeltern von Karin B. melden sich bei der Miss- brauchsbeauftragten und bitten um ein Gespräch.  25.11.2010 Die sorgeberechtigten Großeltern suchen Domkapitular Bongartz auf; es  findet ein Gespräch im Beisein der damaligen Missbrauchsbeauftragten  statt,-3046417.0,Mhuerten,2025-07-18T13:01:32.763+0200,Meldung (Umfeld),CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,,,privat,Hildesheim,Handeln des Umfelds,,,,,,,,,,
1520,696,71010,no_annotation_256,70982,", in dem die Großeltern den ",,,,,,,,,Hildesheim,,,,,,,,,,,
1521,697,71021,CATMA_065C9356-06AD-4522-87DA-55910314B629,71010,Missbrauch ,-13239067.0,Mhuerten,2025-07-18T13:02:06.124+0200,Missbrauch,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,,,,Hildesheim,Framing der Taten,,,,,,,,,,
1522,698,71021,CATMA_CD06C4D7-20C7-4D4E-9348-AF741F8B9921,71010,Missbrauch ,-13101205.0,Mhuerten,2025-07-18T13:01:44.968+0200,nicht spezifizierte Taten,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,Macht- und Abhängigkeitsverhältnis,,,Hildesheim,Tatbeschreibung,sexuell,,,,,,,,,
1523,699,71032,no_annotation_257,71021,bestätigen;,,,,,,,,,Hildesheim,,,,,,,,,,,
1524,700,71096,CATMA_940330C6-CE8A-4628-B6FD-28EF996316E6,71032, ebenso dass  Anton P. ihrer Enkeltochter Geschenke gemacht habe,-15715508.0,Mhuerten,2025-07-18T13:02:26.759+0200,weitere Vorwürfe,CATMA_9D8A2C3C-FAFB-49B1-825B-C2911B55A40D,,,,Hildesheim,Tatbeschreibung,,,,,,,,,,
1525,701,71096,CATMA_F5220FCE-9385-49FF-8FD4-7F5F4FD4B749,71033,ebenso dass  Anton P. ihrer Enkeltochter Geschenke gemacht habe,-10530760.0,Mhuerten,2025-07-18T13:02:56.241+0200,Anbahnung,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,,,,Hildesheim,Handeln der Beschuldigten,,,,,,,,,,
1526,702,71304,no_annotation_258,71096,". Sie bringen eine  handschriftliche Notiz von Karin B. mit, in der sie in knappen Worten auf  das Erlebnis hinweist. Ein Gesprächsprotokoll wird erstellt und von allen  Beteiligten unterzeichnet.  2.12.2010 ",,,,,,,,,Hildesheim,,,,,,,,,,,
1527,703,71703,CATMA_DECFC57A-2020-45AA-8092-EB229CDA458A,71304,"Brief von DK Bongartz an Anton P., angefügt das Protokoll des Gesprächs  mit den Großeltern und eine Kopie der schriftlichen Aussage von Karin B.;  Hinweis auf Weitergabe an die Staatsanwaltschaft  9.12.2010 Aussetzen der kirchenrechtlichen Voruntersuchung, da der Fall Karin B.  an die Staatsanwaltschaft gemeldet wird  17.12.2010 Anton P. wird von DK Bongartz telefonisch zu den Vorwürfen befragt;",-157253.0,Mhuerten,2025-07-18T13:03:30.968+0200,Vorgehen allgemein,CATMA_EEC4BE9B-D7EF-429C-8614-E49A795ACF03,,,,Hildesheim,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1528,704,71800,CATMA_E7C26A98-49FF-4188-B333-BF150B38140F,71685,"Vorwürfen befragt; er  leugnet. Ihm wird mitgeteilt, dass der Vorfall der Staatsanwaltschaft  übergeben wird (laut ",-9403721.0,Mhuerten,2025-07-18T13:04:02.036+0200,"Maßnahme, Strafe",CATMA_3A4B3749-0203-4919-9554-D54C3318A625,,,,Hildesheim,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1529,705,71716,CATMA_F7EF842F-DE10-4038-94E8-A7973C9D51A6,71704,er  leugnet.,-9288421.0,Mhuerten,2025-07-18T13:03:39.319+0200,Sonstige Vertuschung,CATMA_98C765F9-243B-4C93-9E49-5352101777E6,,,,Hildesheim,Handeln der Beschuldigten,Vertuschung,,,,,,,,,
1530,706,72002,no_annotation_259,71800,"schriftlichem Gesprächsvermerk)  21.12.2010 Übergabe des Falls von Hildesheim an die Staatsanwaltschaft Berlin, da  

#######################

Seite 69

IPP München  Gutachten Bistum Hildesheim    69   ",,,,,,,,,Hildesheim,,,,,,,,,,,
1531,707,72457,CATMA_2E3FD384-B076-498D-AADF-9FFF96ACAA43,72002," dann letztlich entschieden, den Bischof einen Brief schreiben zu lassen, der an alle Gemeinden  geht, und der dann am 3. Februar 2010 auch in allen Gemeinden verlesen und in den Medien ver- öffentlicht worden ist, das sich Missbrauchsopfer bei uns melden können. […] Und dann ging eine  Lawine los.« (Interview Bongartz). Dieser mutige Schritt des Bistums löste eine Reihe von Mel- dungen aus, die sich keineswegs nur, aber auch auf Anton P. bezogen.    ",-157253.0,Mhuerten,2025-07-18T13:06:11.230+0200,Vorgehen allgemein,CATMA_EEC4BE9B-D7EF-429C-8614-E49A795ACF03,,,,Hildesheim,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1532,708,72651,CATMA_D605A898-90CD-4C7D-96EB-2A49E68D3CAE,72457,"Die Veröffentlichungen in den Medien in dieser Zeit zu den Vorgängen im Canisiuskolleg empör- ten Anhänger*innen von Anton P., unter anderem die mit ihm eng befreundeten Großeltern von  Karin B.",-11544040.0,Mhuerten,2025-07-18T13:06:36.788+0200,Solidarisierung mit Beschuldigtem (Umfeld),CATMA_F6E3EB12-8B14-4853-AE59-CA2C18A6A935,,,privat,Hildesheim,Handeln des Umfelds,,,,,,,,,,
1533,709,72913,no_annotation_260,72651, Nach seinem Weggang aus Hildesheim und seiner (aufgrund erneuter Anschuldigungen  wegen sexueller Übergriffe veranlassten) endgültigen Rückkehr nach Berlin im Jahr 2003 hatten  sie die Freundschaft aufrechterhalten. Er kam als regelmäßiger Gast in die Familie. ,,,,,,,,,Hildesheim,,,,,,,,,,,
1534,710,73151,CATMA_75E0F0CB-0660-4DDA-8E54-4DCA20E04E2D,72913,"Die Großeltern  erfahren erst durch die Presseberichte zum Canisiuskolleg, durch Anrufe und Nachfragen der  Presse bei ihnen zu Anton P. von den Anschuldigungen, die sie erst nicht glauben können, son- dern als üble Nachrede einordnen.   ",-11544040.0,Mhuerten,2025-07-18T13:07:16.301+0200,Solidarisierung mit Beschuldigtem (Umfeld),CATMA_F6E3EB12-8B14-4853-AE59-CA2C18A6A935,,,privat,Hildesheim,Handeln des Umfelds,,,,,,,,,,
1535,711,73137,CATMA_674DFC09-8EC3-4F17-8E2C-C29BC24101EE,73124,üble Nachrede,-7574571.0,Mhuerten,2025-07-18T13:07:40.080+0200,Weitere Stereotype und Motive,CATMA_F2DF997A-A992-4D6F-BBE6-7AACD00C7885,,,,Hildesheim,Stereotype und Motive,,,,,,,,,,
1536,712,73205,no_annotation_261,73151, Sein Opfer Karin B. ist aufgrund ihrer Biographie ein,,,,,,,,,Hildesheim,,,,,,,,,,,
1537,713,73234,CATMA_FE751E74-F5D2-4196-99C8-77576F0309D0,73205," vulnerables junges Mädchen, ",-2595222.0,Mhuerten,2025-07-18T13:08:11.839+0200,U14,CATMA_70B3E1DF-DA17-41A4-8685-442F3D31BDAE,,,,Hildesheim,Alter (Betroffene),minderjährig,,,,,,,,,
1538,714,73217,CATMA_B07FB3FC-EAB3-4E74-A10F-53F348D9448E,73206,vulnerables,-7574571.0,Mhuerten,2025-07-18T13:08:20.311+0200,Weitere Stereotype und Motive,CATMA_F2DF997A-A992-4D6F-BBE6-7AACD00C7885,,,,Hildesheim,Stereotype und Motive,,,,,,,,,,
1539,715,73232,CATMA_02EA8E32-9E25-4C11-8469-B917AA59E72F,73206,vulnerables junges Mädchen,-13288961.0,Mhuerten,2025-07-18T13:08:00.372+0200,weiblich,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,,,,Hildesheim,Geschlecht (Betroffene),,,,,,,,,,
1540,716,73297,no_annotation_262,73234,das bereits  Beziehungsabbrüche zur eigenen Mutter erlebt hatte,,,,,,,,,Hildesheim,,,,,,,,,,,
1541,717,73584,CATMA_870DBCD2-39FC-422E-92E3-FF06D94BBCF3,73297,". Um die Beziehung zu den Großeltern zu  schützen, bei denen sie lebt und die sorgeberechtigt sind, öffnet sie sich diesen gegenüber nicht;  ihre Loyalität zu den Großeltern konkurriert mit ihrer Verletztheit durch den sexuellen Missbrauch  – und Anton P. vertraut offensichtlich darauf:",-9288421.0,Mhuerten,2025-07-18T13:09:23.590+0200,Sonstige Vertuschung,CATMA_98C765F9-243B-4C93-9E49-5352101777E6,,,,Hildesheim,Handeln der Beschuldigten,Vertuschung,,,,,,,,,
1542,718,73585,no_annotation_263,73584, ,,,,,,,,,Hildesheim,,,,,,,,,,,
1543,719,73748,CATMA_3FC4B1FC-D605-4E3B-AE33-CCCA0B1E02A0,73585,"Auch nachdem Karin B. nach dem Vorfall in Berlin  2006 sich von ihm und seinen Besuchen zurückzieht, ihn kaum noch begrüßen mag – was auch  der Großmutter auffällt",-8577267.0,Mhuerten,2025-07-18T13:08:55.872+0200,Abwehr,CATMA_F8DD2F8A-7D68-4E27-A307-A9075DA5D7A5,,,,Hildesheim,Handeln der Betroffenen,,,,,,,,,,
1544,720,73750,no_annotation_264,73748, –,,,,,,,,,Hildesheim,,,,,,,,,,,
1545,721,73892,CATMA_7EEAC9B4-19F9-4B08-A589-3D3BE215DF2C,73750," formuliert er dreist ein neues »Angebot«: Karin B. solle doch mit ihm  nach Chile zu seinen Projekten fliegen, was aber nicht zustande kommt.",-10530760.0,Mhuerten,2025-07-18T13:09:38.898+0200,Anbahnung,CATMA_48E36190-A8C4-470D-8A64-D9D1D5E52BA2,,,,Hildesheim,Handeln der Beschuldigten,,,,,,,,,,
1546,722,74292,no_annotation_265,73892,"  Die Großmutter hatte 2010, um ihre Enkeltochter zu schützen, Artikel zu Anton P. mit Fotos von  ihm im Kontext mit dem Canisiuskolleg-Skandal aus den Zeitungen herausgeschnitten. Die dar- über verwunderte, inzwischen 14 Jahre alte Karin B. fragte daraufhin eine Freundin, die ihr eine  Zeitung mitbringt. Beim Lesen der Artikel zu Anton P. erinnert sie sich an einen Vorfall mit ihm in  Berlin und ",,,,,,,,,Hildesheim,,,,,,,,,,,
1547,723,74332,CATMA_633CC28C-C1C3-42B2-BE97-AE08E2CDB680,74292,vertraut sich ihrer Religionslehrerin an,-7286873.0,Mhuerten,2025-07-18T13:10:20.737+0200,Disclosure privat,CATMA_C1FDCE1C-77C5-45E2-A5AC-9BEC9814EBE3,,,,Hildesheim,Handeln der Betroffenen,,,,,,,,,,
1548,724,74855,no_annotation_266,74332,", zu der sie ein gutes Verhältnis hat: »Ja, weil ich  ihr vertraut habe, weil ich wusste, sie und ihr Mann, die waren ja auch in der Kirche tätig, und die  kennen mich, seit ich klein bin. Und ich weiß nicht, auch als Lehrerin hab ich sie total gemocht. Und  da dachte ich, entweder sie oder keiner. Also lieber einer fremden Person als meinen Großeltern  das sagen, das war mir dann lieber. Vor allem, weil sie ja auch mit der Kirche zu tun hatte, dass sie  das vielleicht versteht, was momentan los ist« (I KB, 88-93).   ",,,,,,,,,Hildesheim,,,,,,,,,,,
1549,725,75222,CATMA_A2C2E396-4DC4-476D-B0E9-EB020F88FB68,74855," Die Lehrerin handelt dann im Sinne der im Februar des Jahres 2010 veröffentlichten »Ausfüh- rungsbestimmungen zum Vorgehen bei sexuellem Missbrauch Minderjähriger durch Geistliche im  Dienst des Bistums Hildesheim«, und reagiert schnellstmöglich: »Alle Mitarbeiterin- nen / Mitarbeiter im kirchlichen Dienst sind verpflichtet, Fälle sexuellen Missbrauchs Minderjähri",-3046417.0,Mhuerten,2025-07-18T13:10:54.554+0200,Meldung (Umfeld),CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,,,privat,Hildesheim,Handeln des Umfelds,,,,,,,,,,
1550,726,76005,no_annotation_267,75222,"- 

#######################

Seite 71

IPP München  Gutachten Bistum Hildesheim    71    lungsalternativen. Sie ist in ihren Erwartungen sehr enttäuscht und verschließt sich. Sie empfindet  die Situation als kühl, hat sich nicht wohlgefühlt, auch wenn die Religionslehrerin DK Bongartz als  behutsam wahrnimmt. Im Gegensatz dazu findet sie die spätere Vernehmung bei der Polizei ange- nehm: »Also an das, was ich mich erinnere, [...] dann war das auch eine sehr, sehr nette Frau. Also  da hab ich mich dann auch wohl gefühlt, da ist es dann auch wieder was anderes, dann zu erzählen,  wenn man sich halt wohlfühlt« (I KB, 820-823).    Hier sind also Missverständnisse und Fehlinterpretationen absehbar. Domkapitular Bongartz  nimmt das Mädchen als »schweigsam« wahr und fragt nach: »",,,,,,,,,Hildesheim,,,,,,,,,,,
1551,727,76518,CATMA_8F3361A8-C980-41B6-B7BA-F9979F217DE1,76005,"Und in diesem Zusammenhang hab  ich sie immer wieder gefragt, und hat es denn im Grunde genommen im Kontext dieser Begegnun- gen auch Berührungen gegeben, die du nicht gut fandest, die dir zu weit gegangen sind? Und im- mer wieder hat das Mädchen gesagt, nein. Es hat keine solchen Übergriffe gegeben. Ich hab dann  noch mal das Thema von der anderen Seite angefangen, und ich hab diese Frage bestimmt drei  oder vier Mal im Rahmen dieses Gesprächs gestellt, indem ich immer wieder noch mal so gekreist  bin und s",-2197479.0,Mhuerten,2025-07-18T13:12:27.246+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,direkt,,,Hildesheim,Zitat,,,,,,,,,,
1552,728,76306,CATMA_942BAE1D-173D-4BFA-B963-CD8E2B91FFB6,76217,"Und im- mer wieder hat das Mädchen gesagt, nein. Es hat keine solchen Übergriffe gegeben.",-5244250.0,Mhuerten,2025-07-18T13:12:05.653+0200,Verzicht auf Meldung (Betroffene),CATMA_3F14D003-FB8E-42A3-80CC-9DCEEA79BEA9,,,,Hildesheim,Handeln der Betroffenen,,,,,,,,,,
1553,729,76731,no_annotation_268,76518,"o«. (Interview Bongartz). Auch wenn er versucht, ein Vertrauensverhältnis aufzubauen  und Karin B. nicht bedrängen will, ist es von ihr so empfunden worden (siehe unten: Gesprächs- führung mit Minderjährigen).    ",,,,,,,,,Hildesheim,,,,,,,,,,,
1554,730,77049,CATMA_23ED2D67-B3DE-47F0-8DD3-8883110DAF17,76731,"Bongartz sieht also keinen Hinweis auf sexuellen Missbrauch, sondern kategorisiert die Beziehung  zwischen Karin B. und Anton P. als freundschaftliches, onkelhaftes Verhältnis. Er bewertet das  Ganze eher als Ausdruck einer pubertären Haltung, aufgrund derer ein Mädchen »normale« Um- armungen als unangenehm empfindet",-2197479.0,Mhuerten,2025-07-18T13:14:15.655+0200,Kirchenverantwortliche,CATMA_CEB4499C-C725-4EC8-B9A8-BE935C89C9F1,indirekt,,,Hildesheim,Zitat,,,,,,,,,,
1555,731,76790,CATMA_A0152715-7F2D-4B8D-8166-D4EE1539A1EF,76751,keinen Hinweis auf sexuellen Missbrauch,-3261349.0,Mhuerten,2025-07-18T13:12:52.961+0200,unerheblich,CATMA_1374DE64-8337-41B4-A889-4661FF3E56D3,,,,Hildesheim,Framing der Taten,,,,,,,,,,
1556,732,76906,CATMA_F922743B-E526-4D3F-B1A2-B64E3A8F8E64,76864,"freundschaftliches, onkelhaftes Verhältnis",-3261349.0,Mhuerten,2025-07-18T13:13:30.932+0200,unerheblich,CATMA_1374DE64-8337-41B4-A889-4661FF3E56D3,,,,Hildesheim,Framing der Taten,,,,,,,,,,
1557,733,77050,CATMA_161973F8-A6EA-4A05-84E7-83FB20925B8A,76907," Er bewertet das  Ganze eher als Ausdruck einer pubertären Haltung, aufgrund derer ein Mädchen »normale« Um- armungen als unangenehm empfindet.",-8270730.0,Mhuerten,2025-07-18T13:13:42.979+0200,Victim Blaming (Bistum),CATMA_E3806598-C118-436A-AFFB-DFAA620953C6,,,,Hildesheim,Handeln der Bistumsverantwortlichen,,,,,,,,,,
1558,734,77265,no_annotation_269,77050," Vor dem Hintergrund des heutigen Wissens würde er den  Fall allerdings anders einschätzen: »Ich würde z.B. heute mit dem Fall des Mädchens anders um- gehen, als ich es damals gemacht habe«. (Interview Bongartz).   ",,,,,,,,,Hildesheim,,,,,,,,,,,
1559,735,77307,CATMA_C45C492B-68A9-4CFC-8C4A-0899961EC4A5,77265,  Das Gespräch hat keinerlei Konsequenzen.,-2587561.0,Mhuerten,2025-07-18T13:14:33.755+0200,keine Konsequenzen,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,,,,Hildesheim,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1560,736,77315,no_annotation_270,77307, In der ,,,,,,,,,Hildesheim,,,,,,,,,,,
1561,737,77389,CATMA_45C00397-E4B4-4E5E-B823-2773F39C7DB4,77315,Anhörung von Anton P. am 1.04.2010 durch  Vertreter des Bistums Hildesheim,-157253.0,Mhuerten,2025-07-18T13:50:52.134+0200,Vorgehen allgemein,CATMA_EEC4BE9B-D7EF-429C-8614-E49A795ACF03,,,,Hildesheim,Handeln der Bistumsverantwortlichen,Vorgehen,,,,,,,,,
1562,738,77415,no_annotation_271,77389, zu zahlreichen Vorwürfen ,,,,,,,,,Hildesheim,,,,,,,,,,,
1563,739,77437,CATMA_8BAE0AEC-4A7E-4B82-ADD8-425DDCD6246F,77415,sexuellen Missbrauchs ,-13239067.0,Mhuerten,2025-07-18T13:51:29.870+0200,Missbrauch,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,,,,Hildesheim,Framing der Taten,,,,,,,,,,
1564,740,77441,no_annotation_272,77437,und ,,,,,,,,,Hildesheim,,,,,,,,,,,
1565,741,77462,CATMA_3154E382-6973-4D04-A0A4-E08A5BE1C764,77441,sexueller  Übergriffe,-16218292.0,Mhuerten,2025-07-18T13:51:48.039+0200,"Übergriff, Gewalt etc.",CATMA_A7AB564A-56CC-4FB8-8856-8D253649660E,,,,Hildesheim,Framing der Taten,,,,,,,,,,
1566,742,77463,no_annotation_273,77462, ,,,,,,,,,Hildesheim,,,,,,,,,,,
