,start,end,id,text,tag_type_id,tag_type,catma_markupauthor,catma_markuptimestamp,catma_displaycolor,Belegung,Geschlecht__Beschuldigter_,Art,Geschlecht_Beschuldigter,Anzahl__Beschuldigte_,Rolle__Beschuldigte_,ID__Beschuldigte_,Geschlecht__Betroffene_,Alter__Betroffene_,Anzahl__Betroffene_,ID__Betroffene_,Bestimmung_Umfeld
165,14320,14334,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,Gemeinschaften,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
166,14334,14434,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417," treten spezifische Machtkonstellationen auf, die  Missbräuche begünstigen und deren Erforschung vor",CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
167,14434,14545,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417," besondere Herausforde­ rungen stellen, weil die vorhandenen Quellen in diesem Bereich besonders viele  Lücken ",CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
168,14545,14658,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,aufweisen. Dies wird auch bei der Betrachtung der Zahlen deutlich: Nur  knapp 2 % der ausgewerteten Fälle fanden ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
169,14658,14672,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,innerhalb von ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
170,14672,14693,CATMA_8C57B8EB-66C9-4E8C-8966-76F053CC3292,Orden und ähnlichen  ,CATMA_7F7D7363-1739-4B73-BEBC-28E4CA0E5BA9,Orden,Mhuerten,2025-07-15T16:24:02.474+0200,-7977585,,,,,,,,,,,,
171,14672,14693,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,Orden und ähnlichen  ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
172,14693,14718,CATMA_8C57B8EB-66C9-4E8C-8966-76F053CC3292,religiösen Gemeinschaften,CATMA_7F7D7363-1739-4B73-BEBC-28E4CA0E5BA9,Orden,Mhuerten,2025-07-15T16:24:02.474+0200,-7977585,,,,,,,,,,,,
173,14693,14718,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,religiösen Gemeinschaften,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
174,14718,14719,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417, ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
175,14719,14724,CATMA_5BEC8B10-60BF-4FEA-B2E2-7A8EF2BAD417,statt,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:20:02.022+0200,-8727267,,,,,,,,,,,,
176,14719,14724,,statt,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,End,Mhuerten,2025-07-15T16:17:08.146+0200,-9667700,,,,,,,,,,,,
177,14724,17026,no_annotation_7,". Diese drei Räume des Missbrauchs werden im Folgenden thematisiert und  die Strukturen und Dynamiken mit Fallbeispielen aus den konsultierten Akten­ beständen dargestellt. Gleichzeitig wird auf den Stand der Forschung, die Ergie­ bigkeit der bereits vorgestellten Archive hinsichtlich des Missbrauchs in diesen  Räumen sowie auf Hindernisse und mögliche Perspektiven der zukünftigen For­ schung eingegangen. a. Missbrauch im Rahmen der Pastoral Wie die erhobenen Zahlen andeuten, geschah in der Untersuchungsperiode ein  grosser Teil der bislang bekannten Fälle von sexuellem Missbrauch im Umfeld  der katholischen Kirche im Rahmen der Pastoral. Dabei wird «Pastoral» für die­ se grobe Einordnung sehr breit gefasst und bezeichnet das Wirken von Priestern  und anderen kirchlichen Angestellten in einer ihnen zugeordneten Gemeinde.  Die Täterschaft bestand zu einem wesentlichen Teil aus Priestern, die als Pfar­ rer, Pfarrvikare oder Kaplane181 in Pfarreien tätig waren, sowie in geringerem  Masse aus einem erweiterten Kreis von kirchlichen Angestellten. Betroffen von sexuellem Missbrauch in der Pastoral waren, wenn auch in  unterschiedlichem Umfang, alle Altersgruppen und Geschlechter. Diese Brei­ te an betroffenen Personen ist darauf zurückzuführen, dass sich das pastorale  180	 Wagner, #NunsToo, S. 374–384; Hoyeau, Verrat der Seelenführer. 181	 Ein Pfarrer ist ein Priester, dem eine Pfarrei übertragen wurde, welcher er vorsteht. Ein Vikar oder  ein Kaplan ist ein «Hilfsgeistlicher», der zwar die Priesterweihe erhalten hat, aber keine eigene Pfarrei  führt, sondern einen Pfarrer in seiner Tätigkeit unterstützt. Vgl. Hallermann; Greifenstein, Pfarrer, in:  Lexikon für Kirchen- und Religionsrecht; Hallermann; Otto, Pfarrvikar, in: Lexikon für Kirchen- und Reli­ gionsrecht; Weinberger; Anapliotis; Balla, Priester, in: Lexikon für Kirchen- und Religionsrecht. 

#######################

Seite 75

75 5. Räume des Missbrauchs existent. Auch den Fachgremien wurden bislang nur sehr wenige Fälle solcher  Missbräuche innerhalb von Ordensgemeinschaften gemeldet. Bis heute haben schweizweit nur drei Ordensgemeinschaften Studien oder  Untersuchungsberichte zu sexuellen Missbräuchen in ihren Reihen in Auftrag  gegeben. Pionierin war die Benediktinergemeinschaft des Klosters Einsiedeln.  ",,,,,,,,,,,,,,,,,
178,17026,17031,S-4,Kurz ,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,Start,Mhuerten,2025-07-15T16:29:27.273+0200,-399266,,,,,,,,,,,,
179,17031,17205,no_annotation_8,"nachdem in den Medien Fälle von sexuellem Missbrauch thematisiert wor­ den waren, beauftragte der Abt von Einsiedeln Martin Werlen im Jahr 2010 eine  Expertenkommission, die ",,,,,,,,,,,,,,,,,
180,17205,17225,CATMA_C30BF8B4-761D-42AF-9733-98586C2E298B,sexuellen Missbrauch,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:31:07.877+0200,-13239067,,,,,,,,,,,,
181,17205,17225,CATMA_C23A735C-9E83-4F43-873E-74D96B67A04B,sexuellen Missbrauch,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T16:30:52.212+0200,-13101205,,,,,,,,,,,,
182,17225,17226,CATMA_C30BF8B4-761D-42AF-9733-98586C2E298B, ,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-07-15T16:31:07.877+0200,-13239067,,,,,,,,,,,,
183,17226,17233,no_annotation_9,in der ,,,,,,,,,,,,,,,,,
184,17233,17253,CATMA_FA5563C2-8DC5-483A-95F9-AC47F09512F0,Ordensgemeinschaft  ,CATMA_7F7D7363-1739-4B73-BEBC-28E4CA0E5BA9,Orden,Mhuerten,2025-07-15T16:31:21.636+0200,-7977585,,,,,,,,,,,,
185,17253,17273,no_annotation_10,aufarbeiten sollte. ,,,,,,,,,,,,,,,,,
186,17273,17312,CATMA_B21DFE79-D9FF-411A-A887-0C8B31DAC34D,Die beauftragten Juristen untersuchten ,CATMA_3559CA23-2F8B-4EC2-B0C0-5E20EB44151B,Statistik,Mhuerten,2025-07-15T16:31:38.597+0200,-11700002,,,,,,,,,,,,
187,17312,17417,CATMA_B21DFE79-D9FF-411A-A887-0C8B31DAC34D,"insgesamt 24 Fälle,  wovon 15 strafrechtlich relevant waren. Unter den vierzig Betroffenen waren  sowohl ",CATMA_3559CA23-2F8B-4EC2-B0C0-5E20EB44151B,Statistik,Mhuerten,2025-07-15T16:31:38.597+0200,-11700002,,,,,,,,,,,,
188,17417,17431,CATMA_C2351E7F-E7D9-4B4A-8132-74AA7BFA9009,Minderjährige ,CATMA_6262777C-8205-4331-A4C6-B9768A6FE461,minderjährig,Mhuerten,2025-07-15T16:29:57.492+0200,-1117796,,,,,,,,,,,,
189,17417,17431,CATMA_B21DFE79-D9FF-411A-A887-0C8B31DAC34D,Minderjährige ,CATMA_3559CA23-2F8B-4EC2-B0C0-5E20EB44151B,Statistik,Mhuerten,2025-07-15T16:31:38.597+0200,-11700002,,,,,,,,,,,,
190,17431,17440,CATMA_B21DFE79-D9FF-411A-A887-0C8B31DAC34D,wie auch ,CATMA_3559CA23-2F8B-4EC2-B0C0-5E20EB44151B,Statistik,Mhuerten,2025-07-15T16:31:38.597+0200,-11700002,,,,,,,,,,,,
191,17440,17450,CATMA_C01D023F-9A49-469A-B77D-9AD97A3501F6,Erwachsene,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,erwachsen,Mhuerten,2025-07-15T16:30:02.635+0200,-725551,,,,,,,,,,,,
192,17440,17450,CATMA_B21DFE79-D9FF-411A-A887-0C8B31DAC34D,Erwachsene,CATMA_3559CA23-2F8B-4EC2-B0C0-5E20EB44151B,Statistik,Mhuerten,2025-07-15T16:31:38.597+0200,-11700002,,,,,,,,,,,,
193,17450,17452,CATMA_B21DFE79-D9FF-411A-A887-0C8B31DAC34D,. ,CATMA_3559CA23-2F8B-4EC2-B0C0-5E20EB44151B,Statistik,Mhuerten,2025-07-15T16:31:38.597+0200,-11700002,,,,,,,,,,,,
194,17452,17670,no_annotation_11,Allerdings fokussierte der Unter­ suchungsbericht auf die karitativen Tätigkeiten für die Gesellschaft und nahm  die entsprechenden Dynamiken und allfälligen Missbräuche innerhalb der Or­ densgemeinschaft nicht in den ,,,,,,,,,,,,,,,,,
195,17670,17675,,Blick,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,End,Mhuerten,2025-07-15T16:30:19.390+0200,-9667700,,,,,,,,,,,,
196,17675,22983,no_annotation_12,". Der Bericht wurde nicht veröffentlicht, die  Ergebnisse wurden jedoch an einer Pressekonferenz einer interessierten Öffent­ lichkeit mitgeteilt.271 Eine weitere Untersuchung wurde von den Ingenbohler Schwestern in Auf­ trag gegeben und erschien im Jahr 2013. Diese Studie konnte zwar Fehlverhalten  von Ordensschwestern in ihrer karitativen Arbeit nachweisen, fokussierte aber  nicht spezifisch auf sexuelle Missbräuche und auch nicht auf solche innerhalb  der Ordensgemeinschaft.272 2017 setzte die Schweizer Kapuzinerprovinz eine  unabhängige Kommission ein, die einen besonders schweren Fall eines Priesters  untersuchen sollte, der über Jahrzehnte dutzende Kinder missbrauchte und von  seinen Vorgesetzten immer wieder versetzt wurde. Neben einer Rekapitulation  des Falles untersuchte die Kommission auch die ergriffenen Massnahmen der  kirchlichen und weltlichen Behörden.273 Von den in der Schweiz aktiven NGGB haben bislang die Fokolar-Bewegung  sowie die Gemeinschaft L’Arche Untersuchungen zu Fällen sexuellen Miss­ brauchs in ihrer Gemeinschaft in Auftrag gegeben. Ausgehend von einer Reihe  von Missbrauchstaten durch einen Geistlichen der Fokolar in Frankreich wurde  2022 ein rund hundertseitiger Untersuchungsbericht veröffentlicht, der sich auf  sexuellen Missbrauch an Minderjährigen innerhalb der international tätigen Or­ ganisation fokussierte. Auch wenn die Untersuchung keinen direkten Schweiz- Bezug hat, bietet sie Einblicke in die Strukturen und Machtverhältnisse in der  Organisation und zeigt, wie diese von einem Mitglied genutzt wurden, um jah­ relang sexuelle Missbräuche zu begehen.274 Basierend auf der Untersuchung hat  die Bewegung 2023 darüber hinaus einen Rechenschaftsbericht erstellt.275 Eine 2023 veröffentlichte Untersuchung zur L’Arche, die ebenfalls einen Sitz  in der Schweiz hat, entstand aufgrund massiver Vorwürfe sexueller Missbräuche  innerhalb der Gemeinschaft, unter anderem gegenüber ihrem Gründer, Jean Va­ nier. Speziell am Arche-Projekt ist, dass es sich um ein Projekt des Zusammenle­ bens von Menschen mit und ohne Beeinträchtigungen handelt und dadurch eine  spezifische zusätzliche Dimension von Macht und Ausbeutung hinzukommt.276 271	 15 Mönche machten sich sexueller Übergriffe schuldig, in: kath.ch, 27.01.2011, www.kath.ch/newsd/ 15-moenche-machten-sich-sexueller-uebergriffe-schuldig/, Stand: 20.04.2023.  272	 Siehe Kapitel 5b; Unabhängige Expertenkommission Ingenbohl, Ingenbohler Schwestern in Kinder­ heimen. 273	 Papaux; Python; Mausen, Auszug Bericht UK «Fall Joël Allaz». 274	 Dross; Nolan, Bericht sexueller Missbrauch Fokolar-Bewegung. 275	 Fokolar-Bewegung, Auf dem Weg zu einer Kultur des ganzheitlichen Schutzes der Person. 276	 Granger; Jeammet; Michel u. a., Control and Abuse, https://commissiondetude-jeanvanier.org/ commissiondetudeindependante2023-empriseetabus/index.php/en/home-english/, Stand: 20.04.2023. 

#######################

Seite 76

Bericht zum Pilotprojekt zur Geschichte sexuellen Missbrauchs im Umfeld  der römisch-katholischen Kirche in der Schweiz seit Mitte des 20. Jahrhunderts 76 Die internationale Forschung zum Thema deutet also sowohl in traditionellen  als auch in neuen Ordensgemeinschaften darauf hin, dass es auch in der Schweiz  zahlreiche Fälle von sexuellen Missbräuchen innerhalb von katholischen Ge­ meinschaften gegeben haben dürfte. Die dem sexuellen Missbrauch zugrunde  liegende Manipulation erfolgte innerhalb solcher Gemeinschaften mit inten­ sivem Glaubensleben auf Basis der Abgrenzung zu der Gesellschaft, der spiri­ tuellen Überhöhung einzelner Figuren (spiritueller Missbrauch durch den Spi­ ritual277 beispielsweise), durch zumeist enorm strikte Moralvorstellungen und  deutlich sichtbare innerorganisatorische Machtverhältnisse.278 Gerade in neuen  geistlichen Gemeinschaften ist zudem das Vorhandensein einer charismati­ schen und spirituellen Führungsperson zentral, wodurch Probleme einer spiri­ tuellen Legitimierung von sexuellen Missbräuchen begünstigt werden.279 Weiter  sind Ordensgemeinschaften und auch viele NGGB hierarchisch organisiert und  basieren auf Werten wie Hingebung, Gehorsam und Treue. Es existieren starke,  langfristige spirituelle und organisatorische Machtstrukturen (bspw. Oberin­ nen, welche über die Arbeit und das Leben ihrer Schwestern bestimmen).280 Ordensgemeinschaften und ordensähnliche Strukturen sind zudem in den  meisten Fällen mindestens teilweise autonome Einheiten, mit eigenen Regeln  und Dynamiken. Während des Pilotprojekts entstand, bspw. in den geführten  Gesprächen, der Eindruck, dass viele Ordensgemeinschaften Einmischungen  von aussen – auch aus der kirchlichen Hierarchie – kritisch gegenüberstehen  und es bevorzugen, Probleme intern zu lösen. Die traditionellen Ordensgemein­ schaften befinden sich zudem seit Jahrzehnten in einem teilweise drastischen  Niedergang. Sie schrumpfen jährlich, sind überaltert und ihnen fehlen perso­ nelle und finanzielle Mittel, in vielen Fällen nur schon, um ein grundlegendes  Funktionieren aufrechtzuerhalten. Das Alter der Ordensleute und die personel­ le Not führen dazu – so der Eindruck –, dass eine Beschäftigung mit möglichen  Fällen sexuellen Missbrauchs in der Vergangenheit oder mit Problemen der eige­ nen Strukturen nicht als dringlich oder besonders relevant angesehen wird. ",,,,,,,,,,,,,,,,,
197,22983,22987,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,Bei ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
198,22983,22987,S-5,Bei ,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,Start,Mhuerten,2025-07-15T16:33:01.423+0200,-399266,,,,,,,,,,,,
199,22987,23008,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,Frauengemeinschaften ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
200,22987,23008,CATMA_D763DF43-1651-4ED6-B739-40DF821ADE8B,Frauengemeinschaften ,CATMA_7F7D7363-1739-4B73-BEBC-28E4CA0E5BA9,Orden,Mhuerten,2025-07-15T16:33:30.820+0200,-7977585,,,,,,,,,,,,
201,23008,23086,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,wurden noch zwei weitere Probleme offensicht­ lich: Zum einen erachten einige ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
202,23086,23107,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,Frauengemeinschaften ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
203,23107,23127,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,sexuellen Missbrauch,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
204,23107,23127,CATMA_DA217E49-6C1C-4D0B-9540-E02BB62B9D1F,sexuellen Missbrauch,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-07-15T16:35:10.929+0200,-13101205,,,,,,,,,,,,
205,23127,23202,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,"  nicht als Angelegenheit, die sie besonders betrifft. Sie verorten diesen ",CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
206,23202,23301,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,vorwie­ gend bei den Männergemeinschaften und den weltlichen Priestern. Zum an­ deren besitzen die ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
207,23301,23416,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,Frauengemeinschaften in einigen Fällen keine ausführliche  Tradition der Schriftlichkeit und damit auch keine oder ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
208,23416,23524,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,"nur sehr spärliche Ar­ chivbestände, die zur Erforschung sexuellen Missbrauchs hinzugezogen werden  können. ",CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
209,23524,23531,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,Einzig ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
210,23524,23531,CATMA_96D5915D-85A1-40A6-BBBC-40CBDD92C4D1,Einzig ,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,Akten,Mhuerten,2025-07-15T16:37:46.190+0200,-16199595,,,indirekt,,,,,,,,,
211,23531,23566,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,"einige Fälle von Sollizitation281, ",CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
212,23531,23566,CATMA_96D5915D-85A1-40A6-BBBC-40CBDD92C4D1,"einige Fälle von Sollizitation281, ",CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,Akten,Mhuerten,2025-07-15T16:37:46.190+0200,-16199595,,,indirekt,,,,,,,,,
213,23566,23575,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,zwischen ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
214,23566,23575,CATMA_39354644-58DA-45F7-B823-1A0F5D0CB494,zwischen ,CATMA_7F7D7363-1739-4B73-BEBC-28E4CA0E5BA9,Orden,Mhuerten,2025-07-15T16:36:44.861+0200,-7977585,,,,,,,,,,,,
215,23566,23575,CATMA_96D5915D-85A1-40A6-BBBC-40CBDD92C4D1,zwischen ,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,Akten,Mhuerten,2025-07-15T16:37:46.190+0200,-16199595,,,indirekt,,,,,,,,,
216,23566,23575,CATMA_BC6D9054-3813-4EE7-8595-D3DEA75A21E8,zwischen ,CATMA_FF5A0C09-2386-44A2-B84D-37FEBE31171C,Geistliche Begleitung,Mhuerten,2025-07-15T16:37:07.996+0200,-5006787,,,,,,,,,,,,
217,23575,23585,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,Spiritual ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
218,23575,23585,CATMA_39354644-58DA-45F7-B823-1A0F5D0CB494,Spiritual ,CATMA_7F7D7363-1739-4B73-BEBC-28E4CA0E5BA9,Orden,Mhuerten,2025-07-15T16:36:44.861+0200,-7977585,,,,,,,,,,,,
219,23575,23585,CATMA_96D5915D-85A1-40A6-BBBC-40CBDD92C4D1,Spiritual ,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,Akten,Mhuerten,2025-07-15T16:37:46.190+0200,-16199595,,,indirekt,,,,,,,,,
220,23575,23585,CATMA_7F1AD5EE-5C0C-422B-905E-176385B35DC2,Spiritual ,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,Kleriker,Mhuerten,2025-07-15T16:36:12.268+0200,-7143428,,,,,,,,,,,,
221,23575,23585,CATMA_BC6D9054-3813-4EE7-8595-D3DEA75A21E8,Spiritual ,CATMA_FF5A0C09-2386-44A2-B84D-37FEBE31171C,Geistliche Begleitung,Mhuerten,2025-07-15T16:37:07.996+0200,-5006787,,,,,,,,,,,,
222,23585,23605,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,und Ordens­ mitglied,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
223,23585,23605,CATMA_39354644-58DA-45F7-B823-1A0F5D0CB494,und Ordens­ mitglied,CATMA_7F7D7363-1739-4B73-BEBC-28E4CA0E5BA9,Orden,Mhuerten,2025-07-15T16:36:44.861+0200,-7977585,,,,,,,,,,,,
224,23585,23605,CATMA_96D5915D-85A1-40A6-BBBC-40CBDD92C4D1,und Ordens­ mitglied,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,Akten,Mhuerten,2025-07-15T16:37:46.190+0200,-16199595,,,indirekt,,,,,,,,,
225,23585,23605,CATMA_BC6D9054-3813-4EE7-8595-D3DEA75A21E8,und Ordens­ mitglied,CATMA_FF5A0C09-2386-44A2-B84D-37FEBE31171C,Geistliche Begleitung,Mhuerten,2025-07-15T16:37:07.996+0200,-5006787,,,,,,,,,,,,
226,23605,23642,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,", sind in den konsultierten Archiven ",CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
227,23605,23642,CATMA_96D5915D-85A1-40A6-BBBC-40CBDD92C4D1,", sind in den konsultierten Archiven ",CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,Akten,Mhuerten,2025-07-15T16:37:46.190+0200,-16199595,,,indirekt,,,,,,,,,
228,23642,23671,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,"dokumentiert, weil sie einen ",CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
229,23642,23671,CATMA_96D5915D-85A1-40A6-BBBC-40CBDD92C4D1,"dokumentiert, weil sie einen ",CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,Akten,Mhuerten,2025-07-15T16:37:46.190+0200,-16199595,,,indirekt,,,,,,,,,
230,23671,23735,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,beson­ ders schweren Verstoss gegen das katholische Kirchenrecht,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
231,23671,23735,CATMA_96D5915D-85A1-40A6-BBBC-40CBDD92C4D1,beson­ ders schweren Verstoss gegen das katholische Kirchenrecht,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,Akten,Mhuerten,2025-07-15T16:37:46.190+0200,-16199595,,,indirekt,,,,,,,,,
232,23671,23735,CATMA_F47837DD-03AB-4888-BAE9-C9D6EC154854,beson­ ders schweren Verstoss gegen das katholische Kirchenrecht,CATMA_5627441E-9527-4A3F-BC56-E783D29ACECA,Kirchenrechtlich,Mhuerten,2025-07-15T16:37:31.991+0200,-16721871,relevant,,,,,,,,,,,
233,23735,23746,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC, darstellen,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
234,23735,23746,CATMA_96D5915D-85A1-40A6-BBBC-40CBDD92C4D1, darstellen,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,Akten,Mhuerten,2025-07-15T16:37:46.190+0200,-16199595,,,indirekt,,,,,,,,,
235,23746,23757,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,.282 Trotz ,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
236,23757,23874,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,"der Schwierigkeiten sexuelle Missbräuche in Orden und ordens­ ähnlichen Gemeinschaften zu untersuchen, ist auch hier ",CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
237,23874,23925,CATMA_E5FC7702-FC84-4BEE-9E13-90156698B6AC,ein grundsätzliches  Forschungspotential vorhanden.,CATMA_A4F62753-D014-4231-A750-E730F6DE7F6F,qualitative Auswertung,Mhuerten,2025-07-15T16:40:13.400+0200,-8727267,,,,,,,,,,,,
