,start,end,id,text,tag_type_id,tag_type,catma_markupauthor,catma_markuptimestamp,catma_displaycolor,Belegung,Art,Bestimmung_Umfeld
893,26008,26011,CATMA_231E527A-C9C5-4981-83EB-CE31A778E3F2,zur,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T10:47:09.899+0200,-3046417,,,
894,26011,26012,CATMA_3C5DA7E3-C7D2-49DF-A9B1-AE3BFCB95F97, ,CATMA_50A0D4BB-ADD4-4E01-9966-1E4F455B51A0,Dienstverhältnis,Mhuerten,2025-06-16T10:49:26.706+0200,-12949340,,,
895,26011,26012,CATMA_E7968784-83E9-4C2F-B64C-1FA0B65EC624, ,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-06-16T10:49:01.196+0200,-11892824,,,
896,26011,26012,CATMA_C18137A6-F23B-401F-9248-0F4934D028C6, ,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-06-16T10:48:13.579+0200,-13288961,,,
897,26011,26012,CATMA_7C07F5BC-0308-43C5-97AC-922F2D67302C, ,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-16T10:47:37.778+0200,-3237659,"['direkt', 'indirekt']",,
898,26011,26012,CATMA_231E527A-C9C5-4981-83EB-CE31A778E3F2, ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T10:47:09.899+0200,-3046417,,,
899,26012,26022,CATMA_3C5DA7E3-C7D2-49DF-A9B1-AE3BFCB95F97,Häuse- rin,CATMA_50A0D4BB-ADD4-4E01-9966-1E4F455B51A0,Dienstverhältnis,Mhuerten,2025-06-16T10:49:26.706+0200,-12949340,,,
900,26012,26022,CATMA_E7968784-83E9-4C2F-B64C-1FA0B65EC624,Häuse- rin,CATMA_D6813191-08A6-4B4A-AE8E-7E4B8D5A86AC,Verhältnis nicht weiter spezifiziert,Mhuerten,2025-06-16T10:49:01.196+0200,-11892824,,,
901,26012,26022,CATMA_5A1A005E-A25D-427E-A85D-367AFE6AB1F4,Häuse- rin,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-06-16T10:57:11.904+0200,-11911038,,,
902,26012,26022,CATMA_C18137A6-F23B-401F-9248-0F4934D028C6,Häuse- rin,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-06-16T10:48:13.579+0200,-13288961,,,
903,26012,26022,CATMA_7C07F5BC-0308-43C5-97AC-922F2D67302C,Häuse- rin,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-16T10:47:37.778+0200,-3237659,"['direkt', 'indirekt']",,
904,26012,26022,CATMA_231E527A-C9C5-4981-83EB-CE31A778E3F2,Häuse- rin,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T10:47:09.899+0200,-3046417,,,
905,26022,26024,CATMA_7C07F5BC-0308-43C5-97AC-922F2D67302C,.“,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-16T10:47:37.778+0200,-3237659,"['direkt', 'indirekt']",,
906,26022,26024,CATMA_231E527A-C9C5-4981-83EB-CE31A778E3F2,.“,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T10:47:09.899+0200,-3046417,,,
907,26024,26060,no_annotation_60,   Darauf handschriftlicher Vermerk:,,,,,,,,
908,26060,26061,CATMA_7DA3BC16-7CBC-4D33-A3D0-E9340193ED8F, ,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,Akten,Mhuerten,2025-06-16T10:57:53.192+0200,-16199595,,direkt,
909,26061,26070,CATMA_DA4D54FB-6462-4476-9824-9333F6CB5DF2,„Bischof ,CATMA_3A4B3749-0203-4919-9554-D54C3318A625,"Maßnahme, Strafe",Mhuerten,2025-06-16T10:57:38.259+0200,-9403721,,,
910,26061,26070,CATMA_7DA3BC16-7CBC-4D33-A3D0-E9340193ED8F,„Bischof ,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,Akten,Mhuerten,2025-06-16T10:57:53.192+0200,-16199595,,direkt,
911,26070,26136,CATMA_DA4D54FB-6462-4476-9824-9333F6CB5DF2,[Anm.: Bischof Jo- seph Gargitter] hat mit [dem Priester] geredet ,CATMA_3A4B3749-0203-4919-9554-D54C3318A625,"Maßnahme, Strafe",Mhuerten,2025-06-16T10:57:38.259+0200,-9403721,,,
912,26070,26136,CATMA_7DA3BC16-7CBC-4D33-A3D0-E9340193ED8F,[Anm.: Bischof Jo- seph Gargitter] hat mit [dem Priester] geredet ,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,Akten,Mhuerten,2025-06-16T10:57:53.192+0200,-16199595,,direkt,
913,26136,26144,CATMA_DA4D54FB-6462-4476-9824-9333F6CB5DF2,am […].“,CATMA_3A4B3749-0203-4919-9554-D54C3318A625,"Maßnahme, Strafe",Mhuerten,2025-06-16T10:57:38.259+0200,-9403721,,,
914,26136,26144,CATMA_7DA3BC16-7CBC-4D33-A3D0-E9340193ED8F,am […].“,CATMA_60D697B7-C5D8-41E7-BA69-2DE7E7E71115,Akten,Mhuerten,2025-06-16T10:57:53.192+0200,-16199595,,direkt,
915,26144,26146,no_annotation_61,  ,,,,,,,,
916,26146,26200,CATMA_F338849A-7814-448E-9375-B82C73EA7EF0,"Aus den Akten geht hervor, dass der Priester offenbar ",CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-06-16T11:08:55.080+0200,-2587561,,,
917,26200,26266,CATMA_F338849A-7814-448E-9375-B82C73EA7EF0,bis in die 1990er Jahre  an einer Grundschule unterrichtete. Laut ,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-06-16T11:08:55.080+0200,-2587561,,,
918,26266,26299,CATMA_F338849A-7814-448E-9375-B82C73EA7EF0,Personal- und Ortsverzeichnis der,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-06-16T11:08:55.080+0200,-2587561,,,
919,26299,26388,no_annotation_62,"  

#######################

Seite 358

Westpfahl   Spilker   Wastl  München  - 347 -    ",,,,,,,,
920,26388,26396,CATMA_F338849A-7814-448E-9375-B82C73EA7EF0,Diözese ,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-06-16T11:08:55.080+0200,-2587561,,,
921,26396,26462,CATMA_F338849A-7814-448E-9375-B82C73EA7EF0,Bozen-Brixen war der Priester bis zu seiner Ruhestandsversetzung  ,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-06-16T11:08:55.080+0200,-2587561,,,
922,26462,26524,CATMA_F338849A-7814-448E-9375-B82C73EA7EF0,Mitte der 2000er Jahre in verschiedenen Pfarreien als Pfarrer ,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-06-16T11:08:55.080+0200,-2587561,,,
923,26524,26534,,eingesetzt,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,End,Mhuerten,2025-06-16T11:09:06.310+0200,-9667700,,,
924,26524,26534,CATMA_F338849A-7814-448E-9375-B82C73EA7EF0,eingesetzt,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-06-16T11:08:55.080+0200,-2587561,,,
925,26534,26535,CATMA_F338849A-7814-448E-9375-B82C73EA7EF0,.,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-06-16T11:08:55.080+0200,-2587561,,,
926,26535,26547,no_annotation_63,    Fall 4  ,,,,,,,,
927,26547,26550,CATMA_13AD6B06-19F8-4269-ABF2-B88F53D2FC99,Der,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T11:15:35.612+0200,-3046417,,,
928,26547,26550,B-6,Der,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,Start,Mhuerten,2025-06-16T11:09:33.365+0200,-399266,,,
929,26550,26559,CATMA_13AD6B06-19F8-4269-ABF2-B88F53D2FC99, für den ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T11:15:35.612+0200,-3046417,,,
930,26559,26568,CATMA_5FFEC3F7-0BAC-4432-868D-A477F1DF8DA4,Priester ,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,Kleriker,Mhuerten,2025-06-16T11:14:35.650+0200,-7143428,,,
931,26559,26568,CATMA_13AD6B06-19F8-4269-ABF2-B88F53D2FC99,Priester ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T11:15:35.612+0200,-3046417,,,
932,26568,26585,CATMA_13AD6B06-19F8-4269-ABF2-B88F53D2FC99,zuständige Dekan ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T11:15:35.612+0200,-3046417,,,
933,26585,26640,CATMA_13AD6B06-19F8-4269-ABF2-B88F53D2FC99,berichtet an das Bischöfliche Ordina- riat der Diözese ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T11:15:35.612+0200,-3046417,,,
934,26640,26653,CATMA_13AD6B06-19F8-4269-ABF2-B88F53D2FC99,Bozen-Brixen ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T11:15:35.612+0200,-3046417,,,
935,26653,26675,CATMA_13AD6B06-19F8-4269-ABF2-B88F53D2FC99,Mitte der 1960er Jahre,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T11:15:35.612+0200,-3046417,,,
936,26653,26675,CATMA_70734344-C780-49FA-9B11-3DE5D91541B1,Mitte der 1960er Jahre,CATMA_607EF6E2-A9A4-4A08-8A52-1EEDF1AF140A,Meldung,Mhuerten,2025-06-16T11:15:46.375+0200,-4884623,,,
937,26675,26699,CATMA_13AD6B06-19F8-4269-ABF2-B88F53D2FC99,", dass der Priester in  ",CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T11:15:35.612+0200,-3046417,,,
938,26699,26756,CATMA_13AD6B06-19F8-4269-ABF2-B88F53D2FC99,Nachtlokalen mit „Buben“ zusammen sei. Er solle auch ein ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T11:15:35.612+0200,-3046417,,,
939,26756,26764,CATMA_1281C4DC-BAE7-4A73-9000-9AE071313A73,Mädchen ,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-06-16T11:16:53.493+0200,-13288961,,,
940,26756,26764,CATMA_13AD6B06-19F8-4269-ABF2-B88F53D2FC99,Mädchen ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T11:15:35.612+0200,-3046417,,,
941,26756,26764,CATMA_CD3471A7-EACB-48B7-85B8-F9C0405EAEA0,Mädchen ,CATMA_FC6EDD7D-E034-4C5F-90CC-CFF5F2499E01,Alter unklar,Mhuerten,2025-06-16T11:16:43.830+0200,-11911038,,,
942,26764,26815,CATMA_13AD6B06-19F8-4269-ABF2-B88F53D2FC99,zwei  Mal in der Nacht bis vier Uhr besucht haben. ,CATMA_A185DDF9-4993-47E3-8B60-0E4D28E1B07B,Meldung (Umfeld),Mhuerten,2025-06-16T11:15:35.612+0200,-3046417,,,
943,26815,26951,no_annotation_64,"Diese Mitteilung ist in der Per- sonalakte des Priesters dokumentiert. Generalvikar Johann Untergasser ant- wortet hierauf, dass er die ",,,,,,,,
944,26951,27017,CATMA_845E6D72-D92C-41C3-BA0D-D491B937F8D0,Hinweise zur Kenntnis genommen habe und dass  der Priester deshalb,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-06-16T11:18:08.846+0200,-2587561,,,
945,27017,27083,CATMA_845E6D72-D92C-41C3-BA0D-D491B937F8D0, versetzt werden solle. An diese Mitteilung anknüpfende  Maßnahmen,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-06-16T11:18:08.846+0200,-2587561,,,
946,27083,27120,CATMA_845E6D72-D92C-41C3-BA0D-D491B937F8D0, der Diözese Bozen-Brixen sind nicht ,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-06-16T11:18:08.846+0200,-2587561,,,
947,27120,27129,,erkennbar,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,End,Mhuerten,2025-06-16T11:18:16.063+0200,-9667700,,,
948,27120,27129,CATMA_845E6D72-D92C-41C3-BA0D-D491B937F8D0,erkennbar,CATMA_F3B42D93-42A0-40F7-AF5D-CF0D86BB0A5A,keine Konsequenzen,Mhuerten,2025-06-16T11:18:08.846+0200,-2587561,,,
949,27129,33526,no_annotation_65,".    Fall 5  Mitte bis Ende der 1960er Jahre: Die ersten vier Einsatzstellen des Priesters  als Kooperator   Der Priester fiel bereits während seines ersten Einsatzes als Kooperator Mitte  der 1960er Jahre negativ auf. Auf die standardisierte Frage im Kooperatoren- bericht, ob der Kooperator taktvoll mit dem weiblichen Geschlecht und mit  Schulkindern umgehe, antwortete der für den Priester zuständige Pfarrer,  dass dies „bei Kindern nicht“ der Fall sei. Der für die zweite Kooperatoren- stelle zuständige Pfarrer ließ diese Frage im Kooperatorenbericht unbeant- wortet. Der Pfarrer der dritten Kooperatorenstelle vermerkte neben dieser  

#######################

Seite 360

Westpfahl   Spilker   Wastl  München  - 349 -    Dieser Mitteilung legte der Pfarrer vier Erklärungen von Eltern mit konkreten  Missbrauchsvorwürfen gegen den Priester gegenüber ihren Töchtern bei.  Der Priester soll die Mädchen unter anderem geküsst, gestreichelt und in ei- nem Fall auch an den Genitalien berührt haben. Soweit der Personalakte zu  entnehmen ist, wurden aus dieser Pfarrei, mithin der fünften Kooperatoren- stelle des Priesters, mindestens sieben konkrete Übergriffe gegenüber  (Volks)Schulmädchen gemeldet.   Parallel hierzu wurde unter den Eltern von Schulkindern in der Pfarrei eine  Unterschriftenaktion ins Leben gerufen. Insgesamt 151 Personen bestätigten,  dass „nicht im Geringsten irgendwelche Gründe“ vorlägen, die den Ruf des  Priesters „als bewährten Katecheten beeinträchtigen könnten.“  Soweit ersichtlich, wurde der Priester kurze Zeit später aus der Pfarrei abge- zogen und in einer anderen Pfarrei untergebracht. Der dortige Pfarrer war mit  einem vorübergehenden Aufenthalt einverstanden, machte dem Generalvi- kar jedoch unmissverständlich klar, dass der Priester dort nicht dauerhaft  bleiben könne und argumentierte wie folgt:   „[…] es würde hier sehr bald so gehen wie in [seiner fünften Ko- operatorenstelle]: ein Wirbel und bald darauf ein Sturm gegen  ihn. Warum er angeklagt u. weggekommen ist, dürfte auf Wahr- heit beruhen; – er kann nicht anders: Sturm und Temperament  u. ziemliche Nichtbeherrschung! – Für einen selbstständigen  Posten ist er ganz unreif – er braucht eine starke Hand.“  Kurze Zeit später wurde der Priester als Kooperator in einer anderen Pfarrei  eingesetzt. Soweit ersichtlich, war zuvor ein anderer Einsatzort in Erwägung  gezogen worden, was jedoch offenkundig mit einem seitens eines  

#######################

Seite 361

Westpfahl   Spilker   Wastl  München  - 350 -    Pfarrgemeindemitglieds verfassten und an Generalvikar Untergasser über- mittelten Schreiben verhindert worden war:  „[…] Ich hatte schon früher gehört, daß der Genannte [Anm.: der  Priester] plötzlich von [seiner fünften Kooperatorenstelle] abbe- rufen worden war. Der Grund war mir nicht bekannt. Nachdem  ich Mitteilung erhalten hatte, daß er als Coop. für [die zwischen- zeitlich angedachte Pfarrei] ausersehen war, habe ich mich bei  einem Besuch in [der fünften Kooperatorenstelle des Priesters]  […] bei zuverlässigen Personen näher erkundigt und dabei fol- gendes erfahren: Der Hw. Pfr. […] äußerte sehr ernste Bedenken,  da sich [der Priester] öfters an kleinen Mädchen Vergehen zu  schulden kommen lies [sic!]; er habe häufig kleine Mädchen auf  sein Zimmer geladen, sie entblößt, sie berührt und mit ihnen un- anständig gespielt; der Pfr. habe ihm öfters Vorhaltungen ge- macht und ihm aufgetragen, dies zu lassen, aber [der Priester]  habe sich nichts sagen lassen. Es seien auch mehrmals Mütter  zum Pfr. gekommen um über die Vorkommisse Klage zu führen.  […] sagte, daß schon eineinhalb Jahr vor der Entfernung des  [Priesters] Dinge geschahen und bekannt wurden die nicht an- gingen. Der Fall sei in der Frauenschaft besprochen worden,  aber man wollte gegen einen Priester nicht vorgehen und  wandte sich an den Seelsorger, der dann eben [den Priester]  warnte. […] sagte daß das Verhalten des [Priesters] gegenüber  den Kindern einen pathologischen Karakter [sic!] aufzeigte. Er  nannte mehrere Fälle, wo [der Priester] kleinen Mädchen die Un- terkleidung abnahm, sie besah und berührte und sie überredete,  daß dies nicht unrecht sei; er habe dann nachher an diese Mäd- chen Briefe geschrieben um mit ihnen in Verbindung zu bleiben.  

#######################

Seite 366

Westpfahl   Spilker   Wastl  München  - 355 -    Pfarrer auch sofort die Ministrantinnen abgenommen, um sie  beim Gottesdienst um sich herum zu haben… Ich stelle fest, dass  ich diese Frage bis ins Detail überprüft habe, [der Priester] sich  aber nie an Mädchen vergangen, wohl aber sich ungeschickt be- nommen habe. Frau […] verlangt, dass sich der Pfarrer einer  Therapie unterziehe.“  „Ich bin aber gerne bereit, [den Priester] anderswohin zu geben;  dann bekommt [die Pfarrei] keinen Priester. Herr […] möge mir  sagen, ob er dafür die Verantwortung übernimmt. Herr […] lehnt  aber jede Verantwortung ab. Mein persönlicher Eindruck: Herr  […] und seine Frau würden am liebsten selbst die Pfarrei über- nehmen; es bräuchte nur noch die Weihe für Frau […].“  Einige Jahre später äußerte sich Generalvikar Michaeler in einer Pfarrge- meinderatssitzung laut Zeitzeugenaussage dahingehend, dass eine Pfarrei ei- nen solchen Priester mindestens 10 Jahre als Pfarrer aushalten müsse.  Mitte der 1990er Jahre wandte sich eine Zeitzeugin aus [der fünften Einsatz- stelle des Priesters als Kooperator] mit folgendem Schreiben an Bischof Wil- helm Egger:  „Sehr geehrter Herr Bischof,   seit 26 Jahren weiss [sic!] ich von einem solchen Vergehen und  ich schleppe diese Verantwortung seither mit mir herum. Mit  diesem meinem Schreiben gebe ich nun aber diese große Ver- antwortung und Gewissensfrage an Sie, Hochw. Herr Bischof,  weiter und entledige mich somit jeder Verantwortung. Ich kann  

#######################

Seite 382

Westpfahl   Spilker   Wastl  München  - 371 -    an nicht getan habe, das bereue ich heute sehr und dafür ent- schuldige ich mich.  Sie haben sich damals mit Zivilcourage für ein richtiges Handeln  eingesetzt und damit entscheidend dazu beigetragen, dass das  Übel des Missbrauchs mit der nötigen Entschiedenheit bekämpft  wird. Dafür gebührt Ihnen große Anerkennung.“  In der Gesamtschau der Akten ergeben sich Missbrauchsvorwürfe gegen den  Priester in sieben seiner zehn offiziellen Einsatzorte und gegenüber einer er- heblichen Zahl von Minderjährigen. ",,,,,,,,
950,33526,33534,CATMA_C3FD03F2-8FF4-49F8-B42D-58C0537FE9CA,Darüber ,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-19T21:20:08.366+0200,-3237659,indirekt,,
951,33526,33534,B-7,Darüber ,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,Start,Mhuerten,2025-04-25T15:54:27.145+0200,-399266,,,
952,33534,33569,CATMA_C3FD03F2-8FF4-49F8-B42D-58C0537FE9CA,hinaus haben die Berichterstat- ter,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-19T21:20:08.366+0200,-3237659,indirekt,,
953,33569,33614,CATMA_C3FD03F2-8FF4-49F8-B42D-58C0537FE9CA," von Zeitzeugen glaubhaft erfahren, dass der ",CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-19T21:20:08.366+0200,-3237659,indirekt,,
954,33614,33623,CATMA_C3FD03F2-8FF4-49F8-B42D-58C0537FE9CA,Priester ,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-19T21:20:08.366+0200,-3237659,indirekt,,
955,33614,33623,CATMA_9A941A1A-F8FC-41CB-A4B2-8AF624181BEA,Priester ,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,Kleriker,Mhuerten,2025-06-19T21:20:17.651+0200,-7143428,,,
956,33623,33633,CATMA_C3FD03F2-8FF4-49F8-B42D-58C0537FE9CA,sich auch ,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-19T21:20:08.366+0200,-3237659,indirekt,,
957,33633,33638,CATMA_C3FD03F2-8FF4-49F8-B42D-58C0537FE9CA,zwei ,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-19T21:20:08.366+0200,-3237659,indirekt,,
958,33633,33638,CATMA_EA1B9D05-53CD-4F01-8799-14EDDA9789E9,zwei ,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-06-19T21:20:28.450+0200,-13288961,,,
959,33638,33642,CATMA_C3FD03F2-8FF4-49F8-B42D-58C0537FE9CA,er- ,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-19T21:20:08.366+0200,-3237659,indirekt,,
960,33638,33642,CATMA_EA1B9D05-53CD-4F01-8799-14EDDA9789E9,er- ,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-06-19T21:20:28.450+0200,-13288961,,,
961,33638,33642,CATMA_1C533BC6-3CDA-4CCE-8608-E113067F14A6,er- ,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,erwachsen,Mhuerten,2025-06-19T21:20:42.183+0200,-725551,,,
962,33642,33658,CATMA_C3FD03F2-8FF4-49F8-B42D-58C0537FE9CA,wachsenen Frauen,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-19T21:20:08.366+0200,-3237659,indirekt,,
963,33642,33658,CATMA_EA1B9D05-53CD-4F01-8799-14EDDA9789E9,wachsenen Frauen,CATMA_CC68784B-9178-4E0A-B4A0-5513728C0DB5,weiblich,Mhuerten,2025-06-19T21:20:28.450+0200,-13288961,,,
964,33642,33658,CATMA_1C533BC6-3CDA-4CCE-8608-E113067F14A6,wachsenen Frauen,CATMA_EE521272-8EC0-40AC-968A-7EFB4F8B21F5,erwachsen,Mhuerten,2025-06-19T21:20:42.183+0200,-725551,,,
965,33658,33659,CATMA_C3FD03F2-8FF4-49F8-B42D-58C0537FE9CA, ,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-19T21:20:08.366+0200,-3237659,indirekt,,
966,33659,33704,CATMA_C3FD03F2-8FF4-49F8-B42D-58C0537FE9CA,in sexuell missbräuchlicher Absicht genähert ,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-19T21:20:08.366+0200,-3237659,indirekt,,
967,33659,33704,CATMA_360DC61E-C415-47F4-9185-33B028753358,in sexuell missbräuchlicher Absicht genähert ,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-06-19T21:21:18.966+0200,-13239067,,,
968,33659,33704,CATMA_F82EA8DE-5DE1-4DA4-8BC8-FFBB890616BD,in sexuell missbräuchlicher Absicht genähert ,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-06-19T21:21:01.470+0200,-13101205,,,
969,33704,33707,,hat,CATMA_F652635C-A0CC-4F61-A2B4-D163F685F0FF,End,Mhuerten,2025-04-25T15:54:44.741+0200,-9667700,,,
970,33704,33707,CATMA_C3FD03F2-8FF4-49F8-B42D-58C0537FE9CA,hat,CATMA_41E25707-120D-432A-8B27-0E0D8B0E02C4,Umfeld,Mhuerten,2025-06-19T21:20:08.366+0200,-3237659,indirekt,,
971,33704,33707,CATMA_360DC61E-C415-47F4-9185-33B028753358,hat,CATMA_3B3B19B0-7DA0-4893-A328-7CF7A581786E,Missbrauch,Mhuerten,2025-06-19T21:21:18.966+0200,-13239067,,,
972,33704,33707,CATMA_F82EA8DE-5DE1-4DA4-8BC8-FFBB890616BD,hat,CATMA_B03D4763-9E0C-4E2D-9ACA-DD358DA82669,nicht spezifizierte Taten,Mhuerten,2025-06-19T21:21:01.470+0200,-13101205,,,
973,33707,35495,no_annotation_66,".    Fall 6  Der Priester, der auch als Religionslehrer tätig war, wurde Anfang der 1970er  Jahre wegen Missbrauchshandlungen an vier unter 14jährigen Mädchen an- geklagt. Hierüber informierte die Staatsanwaltschaft das Bischöfliche Ordina- riat und Bischof Joseph Gargitter. Der Priester wurde daraufhin seitens des  staatlichen Schulamtes vorübergehend vom Unterricht suspendiert.  Der Priester wurde ein Jahr nach der Anklage freigesprochen. In der Urteils- begründung heißt es, dass die Tat nicht nachweisbar sei, da die Aussagen  der 10jährigen Kinder – nahezu die gesamte Schulklasse, nicht nur die vier  mutmaßlich Betroffenen, bestätigte, dass der Priester die Mädchen unter  dem Rock berühre – durch keine anderen Beweiselemente untermauert wer- den könnten und ihnen deshalb kein Glauben geschenkt werden könne. Die  

#######################

Seite 383

Westpfahl   Spilker   Wastl  München  - 372 -    Aussagen der Kinder seien zum Teil mit einer durch die Klassenlehrerin ver- ursachte Gruppendynamik zu erklären. Der Priester wurde daraufhin wieder  im Schuldienst eingesetzt. Maßnahmen in Richtung des Priesters, etwa eine  Überprüfung seiner Eignung für den Schuldienst, ergeben sich nicht aus den  Akten.  Der Priester verstarb Ende der 2010er Jahre. Nur wenige Tage vorher ging  eine Meldung bei der Ombudsstelle der Diözese Bozen-Brixen ein. Eine Be- troffene berichtete, dass sie Ende der 1960er von dem Priester in der Schule  ans Pult geholt und dort unter dem Kleid berührt worden sei. Ob es sich hier  um eine der mutmaßlichen Betroffenen aus den verfahrensgegenständlichen  Vorwürfen Anfang der 1970er Jahre handelt, lässt sich den Akten nicht ent- nehmen. Die Beschreibung der Tat stimmt mit den Aussagen der Zeuginnen  aus den 1970er Jahren überein.    Fall 7  ",,,,,,,,
974,35495,35501,B-8,Anfang,CATMA_7C23CC13-B5FE-4F69-AAB7-935F31D614C3,Start,Mhuerten,2025-06-19T21:23:44.216+0200,-399266,,,
975,35501,35529,no_annotation_67, der 1970er Jahre wurde der ,,,,,,,,
976,35529,35537,CATMA_708B0068-4F93-49DA-8E96-5D426D765C0B,Priester,CATMA_C5C97E2C-3134-4D0E-B852-01932DB00047,Kleriker,Mhuerten,2025-06-19T21:24:11.236+0200,-7143428,,,
977,35537,35554,no_annotation_68,", der damals als ",,,,,,,,
