,term,frequency,percentage
2031,darauffolgenden,1,0.021
2032,zehn,1,0.021
2033,geprägt,1,0.021
2034,klinikaufenthalten,1,0.021
2035,psychiatrie,1,0.021
2036,leitung,1,0.021
2037,begab,1,0.021
2038,ermittlungsverfahrens,1,0.021
2039,st,1,0.021
2040,gallen,1,0.021
2041,benannten,1,0.021
2042,diözesanadministrator,1,0.021
2043,zen-brixen,1,0.021
2044,bo-,1,0.021
2045,aussprache,1,0.021
2046,personalakte,1,0.021
2047,fachpersonen,1,0.021
2048,massnahmen,1,0.021
2049,aushändigung,1,0.021
2050,bestätigung,1,0.021
2051,therapie-aufnahme,1,0.021
2052,antwortete,1,0.021
2053,januar,1,0.021
2054,2003,1,0.021
2055,gremiums,1,0.021
2056,erster,1,0.021
2057,linie,1,0.021
2058,nach-,1,0.021
2059,rückfragen,1,0.021
2060,«komische,1,0.021
2061,küsse»,1,0.021
2062,zungen­,1,0.021
2063,betreuungsverhältnis,1,0.021
2064,küsse,1,0.021
2065,abgeklärt,1,0.021
2066,feststel­,1,0.021
2067,lung,1,0.021
2068,nachthemden,1,0.021
2069,m,1,0.021
2070,bestritten,1,0.021
2071,leiterin,1,0.021
2072,entsprechend,1,0.021
2073,ausge­,1,0.021
2074,rücktritt,1,0.021
2075,funktion,1,0.021
2076,überprüfung,1,0.021
2077,lebens-,1,0.021
2078,arbeitsfelder,1,0.021
2079,fach­,1,0.021
2080,gremium,1,0.021
2081,einzige,1,0.021
2082,sofortmassnahme,1,0.021
2083,erliess,1,0.021
2084,besuchsverbot,1,0.021
2085,genannte,1,0.021
2086,kinderheim,1,0.021
2087,dachtsmomente,1,0.021
2088,formulierte,1,0.021
2089,kinderheims,1,0.021
2090,katholische,1,0.021
2091,ordensschwester,1,0.021
2092,vermutungen,1,0.021
2093,be­,1,0.021
2094,bestätigten,1,0.021
2095,ort,1,0.021
2096,zurückziehen,1,0.021
2097,empfahl,1,0.021
2098,hausverbot,1,0.021
2099,aufzuheben,1,0.021
2100,erhärtet,1,0.021
2101,konkreten,1,0.021
2102,ver­,1,0.021
